Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
REDW-1142,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex pacificus,Pacific Shrew,Approved,Present,Native,Unknown,,,
REDW-1143,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",Approved,Not Confirmed,Native,,,,
REDW-1144,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex sonomae,"Fog Shrew, Sonoma Shrew",Approved,Present,Native,Unknown,,,
REDW-1145,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex trowbridgii,Trowbridge Shrew,Approved,Present,Native,Unknown,,,
REDW-1146,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex vagrans,Vagrant Shrew,Approved,Present,Native,Unknown,,,
REDW-1147,Redwood National Park,Mammal,Soricomorpha,Talpidae,Neurotrichus gibbsi,None,In Review,,,,,,
REDW-1148,Redwood National Park,Mammal,Soricomorpha,Talpidae,Neurotrichus gibbsii,Shrew-Mole,Approved,Present,Native,Unknown,,,
REDW-1149,Redwood National Park,Mammal,Soricomorpha,Talpidae,Scapanus,Western Moles,In Review,,,,,,
REDW-1150,Redwood National Park,Mammal,Soricomorpha,Talpidae,Scapanus latimanus,Broad-Footed Mole,Approved,Not Confirmed,Native,,,,
REDW-1151,Redwood National Park,Mammal,Soricomorpha,Talpidae,Scapanus orarius,Coast Mole,Approved,Present,Native,Unknown,,,
REDW-1152,Redwood National Park,Mammal,Soricomorpha,Talpidae,Scapanus townsendi,None,In Review,,,,,,
REDW-1153,Redwood National Park,Mammal,Soricomorpha,Talpidae,Scapanus townsendii,Townsend Mole,Approved,Present,Native,Unknown,,,
ROMO-1000,Rocky Mountain National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn Antelope,Approved,Present,Native,Occasional,Vagrant,,
ROMO-1001,Rocky Mountain National Park,Mammal,Artiodactyla,Bovidae,Bos bison,American Bison,Approved,Not Present (Historical Report),Native,,,,
ROMO-1002,Rocky Mountain National Park,Mammal,Artiodactyla,Bovidae,Bos taurus,"Aurochs, Aurochs, Domestic Cattle (Feral), Domesticated Cattle",Approved,Present,Not Native,,,,
ROMO-1003,Rocky Mountain National Park,Mammal,Artiodactyla,Bovidae,Oreamnos americanus,Mountain Goat,Approved,Not Present,Not Native,,Vagrant,,
ROMO-1004,Rocky Mountain National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Common,Breeder,Species of Concern,
ROMO-1005,Rocky Mountain National Park,Mammal,Artiodactyla,Cervidae,Alces alces,Moose,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1006,Rocky Mountain National Park,Mammal,Artiodactyla,Cervidae,Cervus elaphus,"Wapiti, Or American Elk",Approved,Present,Native,Abundant,Breeder,,
ROMO-1007,Rocky Mountain National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Common,Breeder,,
ROMO-1008,Rocky Mountain National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Present,Native,Occasional,Vagrant,,
ROMO-1009,Rocky Mountain National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Common,Breeder,Species of Concern,
ROMO-1010,Rocky Mountain National Park,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf,Approved,Not Present (Historical Report),Native,,,Endangered,
ROMO-1011,Rocky Mountain National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Gray Fox,Approved,Not Confirmed,Native,,,,
ROMO-1012,Rocky Mountain National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Common,Breeder,,
ROMO-1013,Rocky Mountain National Park,Mammal,Carnivora,Felidae,Lynx canadensis,Lynx,Approved,Present,Native,Rare,Vagrant,,
ROMO-1014,Rocky Mountain National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Common,Breeder,,
ROMO-1015,Rocky Mountain National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Unknown,Breeder,,
ROMO-1016,Rocky Mountain National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Unknown,Breeder,,
ROMO-1017,Rocky Mountain National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Present,Native,Unknown,,,
ROMO-1018,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine,Approved,Present,Native,Occasional,Vagrant,,
ROMO-1019,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,River Otter,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1020,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Martes americana,Marten,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1021,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,Ermine,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1022,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Common,Breeder,,
ROMO-1023,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Mustela vison,Mink,Approved,Present,Native,Rare,Breeder,,
ROMO-1024,Rocky Mountain National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,Badger,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
ROMO-1025,Rocky Mountain National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,In Review,Not Confirmed,,,,Species of Concern,
ROMO-1026,Rocky Mountain National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Raccoon,Approved,Present,Native,Unknown,Breeder,,
ROMO-1027,Rocky Mountain National Park,Mammal,Carnivora,Ursidae,Ursus americanus,Black Bear,Approved,Present,Native,Common,Breeder,,
ROMO-1028,Rocky Mountain National Park,Mammal,Carnivora,Ursidae,Ursus arctos,Grizzly Bear,Approved,Not Present (Historical Report),Native,,,,
ROMO-1029,Rocky Mountain National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,In Review,Not Confirmed,Native,,,,
ROMO-1030,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Not Confirmed,Native,,,Species of Concern,
ROMO-1031,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
ROMO-1032,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Unknown,Migratory,,
ROMO-1033,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Not Confirmed,Native,,,,
ROMO-1034,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Unknown,Breeder,Species of Concern,
ROMO-1035,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
ROMO-1036,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
ROMO-1037,Rocky Mountain National Park,Mammal,Chiroptera,Vespertilionidae,Plecotus townsendii,Townsend's Big-Eared Bat,Approved,Not Confirmed,Native,,,,
ROMO-1038,Rocky Mountain National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare,Approved,Present,Native,Unknown,Breeder,,
ROMO-1039,Rocky Mountain National Park,Mammal,Lagomorpha,Leporidae,Lepus townsendii,White-Tailed Jackrabbit,Approved,Present,Native,Rare,Breeder,,
ROMO-1040,Rocky Mountain National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,In Review,Not Confirmed,,,,,
ROMO-1041,Rocky Mountain National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus nuttallii,Nuttall's Cottontail,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1042,Rocky Mountain National Park,Mammal,Lagomorpha,Ochotonidae,Ochotona princeps,Pika,Approved,Present,Native,Common,Breeder,,
ROMO-1043,Rocky Mountain National Park,Mammal,Rodentia,Castoridae,Castor canadensis,Beaver,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1044,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Clethrionomys gapperi,Southern Red-Backed Vole,Approved,Present,Native,Unknown,Breeder,,
ROMO-1045,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Lagurus curtatus,Sagebrush Vole,In Review,Not Confirmed,Native,,,,
ROMO-1046,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Microtus,"Meadow Mice, Meadow Voles",In Review,,,,,,
ROMO-1047,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Microtus longicaudus,Long-Tailed Vole,Approved,Present,Native,Unknown,Breeder,,
ROMO-1048,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Microtus montanus,Montane Vole,Approved,Present,Native,Common,Breeder,,
ROMO-1049,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Neotoma cinerea,Bushy-Tailed Woodrat,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1050,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Neotoma mexicana,Mexican Woodrat,Approved,Not Confirmed,Native,,,,
ROMO-1051,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Muskrat,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1052,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Abundant,Breeder,,
ROMO-1053,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Peromyscus nasutus,Rock Mouse,Approved,Present,Native,Unknown,Breeder,,
ROMO-1054,Rocky Mountain National Park,Mammal,Rodentia,Cricetidae,Phenacomys intermedius,Heather Vole,Approved,Present,Native,Unknown,Breeder,,
ROMO-1055,Rocky Mountain National Park,Mammal,Rodentia,Dipodidae,Zapus princeps,Western Jumping Mouse,Approved,Present,Native,Common,Breeder,,
ROMO-1056,Rocky Mountain National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,Porcupine,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1057,Rocky Mountain National Park,Mammal,Rodentia,Geomyidae,Thomomys talpoides,Northern Pocket Gopher,Approved,Present,Native,Common,Breeder,,
ROMO-1058,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Marmota flaviventris,Yellow-Bellied Marmot,Approved,Present,Native,Common,Breeder,,
ROMO-1059,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Sciurus aberti,Abert's Squirrel,Approved,Present,Native,Uncommon,Breeder,,
ROMO-1060,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Sciurus niger,Fox Squirrel,Approved,Present,Not Native,Rare,Breeder,,
ROMO-1061,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Spermophilus elegans,Wyoming Ground Squirrel,Approved,Present,Native,Common,Breeder,,
ROMO-1062,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Approved,Present,Native,Common,Breeder,,
ROMO-1063,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Not Confirmed,Native,,,,
ROMO-1064,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Tamias minimus,Least Chipmunk,Approved,Present,Native,Common,Breeder,,
ROMO-1065,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Tamias quadrivittatus,Colorado Chipmunk,Approved,Not Confirmed,Native,,,,
ROMO-1066,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Tamias umbrinus,Uinta Chipmunk,Approved,Present,Native,Common,Breeder,,
ROMO-1067,Rocky Mountain National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,"Chickaree, Pine Squirrel",Approved,Present,Native,Common,Breeder,,
ROMO-1068,Rocky Mountain National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,Masked Shrew,Approved,Present,Native,Unknown,,,
ROMO-1069,Rocky Mountain National Park,Mammal,Soricomorpha,Soricidae,Sorex hoyi,Pygmy Shrew,Approved,Present,Native,,,,
ROMO-1070,Rocky Mountain National Park,Mammal,Soricomorpha,Soricidae,Sorex merriami,Merriam's Shrew,Approved,Not Confirmed,Native,,,,
ROMO-1071,Rocky Mountain National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,Montane Shrew,Approved,Present,Native,Unknown,Breeder,,
ROMO-1072,Rocky Mountain National Park,Mammal,Soricomorpha,Soricidae,Sorex nanus,Dwarf Shrew,Approved,Present,Native,Rare,Breeder,,
ROMO-1073,Rocky Mountain National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,Water Shrew,Approved,Present,Native,Unknown,Breeder,,
SAGU-1000,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus pallidus,Desert Pallid Bat,In Review,,,,,,
SAGU-1001,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus rafinesquii pallescans,Pallid Lump-Nose Bat,In Review,,,,,,
SAGU-1002,Saguaro National Park,Mammal,Artiodactyla,Bovidae,Bos taurus,Domestic Cattle,Approved,Present,Not Native,Unknown,,,
SAGU-1003,Saguaro National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Not Confirmed,Native,,,Species of Concern,
SAGU-1004,Saguaro National Park,Mammal,Artiodactyla,Cervidae,Odocoileus,Unknown Deer,In Review,,,,,,
SAGU-1005,Saguaro National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Unknown,,,
SAGU-1006,Saguaro National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Present,Native,Unknown,,,
SAGU-1007,Saguaro National Park,Mammal,Artiodactyla,Tayassuidae,Pecari tajacu,Collared Peccary,Approved,Present,Native,Unknown,,,
SAGU-1008,Saguaro National Park,Mammal,Carnivora,Canidae,Canis familiaris,Feral Dog,Approved,Present,Not Native,Unknown,,,
SAGU-1009,Saguaro National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1010,Saguaro National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Unknown,,,
SAGU-1011,Saguaro National Park,Mammal,Carnivora,Canidae,Vulpes macrotis,Kit Fox,Approved,Present,Native,Unknown,,,
SAGU-1012,Saguaro National Park,Mammal,Carnivora,Felidae,Felis silvestris,"Wild Cat, Wildcat",Approved,Present,Not Native,Unknown,,,
SAGU-1013,Saguaro National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,,,
SAGU-1014,Saguaro National Park,Mammal,Carnivora,Felidae,Puma concolor,"Cougar, Mountain Lion, Puma",Approved,Present,Native,Unknown,,,
SAGU-1015,Saguaro National Park,Mammal,Carnivora,Mephitidae,Conepatus mesoleucus,White-Backed Hog-Nosed Skunk,Approved,Present,Native,Unknown,,,
SAGU-1016,Saguaro National Park,Mammal,Carnivora,Mephitidae,Mephitis,Unknown Skunk,In Review,,,,,,
SAGU-1017,Saguaro National Park,Mammal,Carnivora,Mephitidae,Mephitis macroura,Hooded Skunk,Approved,Present,Native,Unknown,,,
SAGU-1018,Saguaro National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Unknown,,,
SAGU-1019,Saguaro National Park,Mammal,Carnivora,Mephitidae,Spilogale putorius,"Eastern Spotted Skunk, Spotted Skunk",Approved,Present,Native,Unknown,,,
SAGU-1020,Saguaro National Park,Mammal,Carnivora,Mustelidae,Taxidea,American Badgers,In Review,,,,,,
SAGU-1021,Saguaro National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,"American Badger, Badger",Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1022,Saguaro National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1023,Saguaro National Park,Mammal,Carnivora,Procyonidae,Nasua narica,White-Nosed Coati,Approved,Present,Native,Unknown,,,
SAGU-1024,Saguaro National Park,Mammal,Carnivora,Procyonidae,Nasua nasua,"Coati, South American Coati",Approved,Present,Native,Unknown,,,
SAGU-1025,Saguaro National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,"Common Raccoon, Northern Raccoon, Raccoon",Approved,Present,Native,Unknown,,,
SAGU-1026,Saguaro National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Unknown,,,
SAGU-1027,Saguaro National Park,Mammal,Chiroptera,Molossidae,Nyctinomops femorosaccus,Pocketed Free-Tailed Bat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1028,Saguaro National Park,Mammal,Chiroptera,Molossidae,Tadarida,Big Free-Tailed Bat,In Review,,,,,,
SAGU-1029,Saguaro National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,"Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",Approved,Present,Native,Unknown,,,
SAGU-1030,Saguaro National Park,Mammal,Chiroptera,Phyllostomidae,Choeronycteris mexicana,"Long-Tongued Bat, Mexican Long-Tongued Bat",Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1031,Saguaro National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris curasoae,"Lesser Long-Nosed, Lesser Long-Nosed Bat",Approved,Present,Native,Unknown,,,
SAGU-1032,Saguaro National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris nivalis,Big Long-Nosed Bat,Approved,Not Confirmed,Native,,,Endangered,
SAGU-1033,Saguaro National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris yerbabuenae,"Lesser Long-Nosed Bat, Lesser Long-Nosed Bat, Mexican Long-Nosed Bat",Approved,Present,Native,Unknown,,,
SAGU-1034,Saguaro National Park,Mammal,Chiroptera,Phyllostomidae,Macrotus californicus,California Leaf-Nosed Bat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1035,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1036,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1037,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1038,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus blossevillii,Western Red Bat,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1039,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Unknown,,,
SAGU-1040,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis,Myotis Bat,In Review,,,,,,
SAGU-1041,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis auriculus,Southwestern Myotis,Approved,Present,Native,Unknown,,,
SAGU-1042,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,"California Myotis, Californis Myotis",Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1043,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
SAGU-1044,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis, Eastern Small-Footed Myotis, Small-Footed Myotis",Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1045,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Bat,Approved,Not Confirmed,Native,,,Species of Concern,
SAGU-1046,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Unknown,,Species of Concern,
SAGU-1047,Saguaro National Park,Mammal,Chiroptera,Vespertilionidae,Myotis velifer,Cave Myotis,Approved,Present,Native,Unknown,,Species of Concern,
